file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Confidence_Value
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,0,1.0,1,True,81.2
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,1,Chickenpox,Chickenpox,True,72.17
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,2,98,98,True,72.17
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,3,235,235,True,76.61
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,4,86,86,True,89.21
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,5,"26,680",26680,False,89.5
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,6,"24,412",24412,False,42.46
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,7,"32,611",32611,False,90.77
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,8,-,-,True,84.47
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,9,3,3,True,57.91
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,10,-,-,True,83.11
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,11,2,2,True,72.71
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,12,-,-,True,85.5
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,13,-,-,True,85.6
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,14,13,13,True,20.56
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,15,5,5,True,85.3
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,16,1,1,True,47.44
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,17,..,..,True,85.84
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,18,:,..,False,21.03
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,19,:,..,False,87.74
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,20,7,7,True,79.59
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,21,111,11,False,70.02
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,22,21,21,True,87.79
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,23,53,53,True,41.09
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,24,96,96,True,77.34
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,25,30,30,True,47.44
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,26,13,13,True,82.71
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,27,5,5,True,49.76
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,28,8,8,True,84.72
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,29,...,..,False,76.66
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,30,...,..,False,82.71
padded_cdi_ca_1956_wk_prov_dbs_Part35_tables.csv,0,31,12,12,True,87.06
