file_name,row_index,col_index,AWS_Value,Manual_Value,Equal,Confidence_Value
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,0,1,1,False,80.91
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,1,Chickenpox,Chickenpox,True,90.23
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,2,119,119,True,80.81
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,3,119,119,True,82.28
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,4,157,157,True,82.96
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,5,"27,012",27012,False,86.82
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,6,"24,717",24717,False,83.59
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,7,"33,264",33264,False,87.89
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,8,-,-,True,80.71
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,9,2,2,True,31.98
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,10,1,1,True,81.20
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,11,-,-,True,79.59
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,12,-,-,True,79.83
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,13,1,1,True,83.50
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,14,2,2,True,42.60
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,15,5,5,True,81.40
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,16,7,7,True,25.88
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,17,:.,..,False,84.03
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,18,:.,..,False,28.20
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,19,:.,..,False,84.96
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,20,50,50,True,33.03
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,21,59,59,True,78.37
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,22,31,31,True,84.72
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,23,52,52,True,81.45
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,24,30,30,True,82.81
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,25,57,57,True,46.51
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,26,2,2,True,83.06
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,27,5,5,True,79.25
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,28,14,14,True,78.86
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,29,2,2,True,85.50
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,30,:,..,False,28.66
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,31,10,10,True,85.50
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,32,..,..,True,46.51
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,33,....,..,False,84.96
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,34,8,8,True,32.28
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,35,11,11,True,85.69
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,36,18,18,True,80.42
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,37,29,29,True,82.52
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,0,38,1,1,False,82.57
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,0,2,2,False,76.17
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,1,Diphtheria,Diphtheria,True,85.01
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,2,1,1,True,76.07
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,3,1,1,True,77.49
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,4,2,2,True,78.12
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,5,71,71,True,81.79
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,6,71,71,True,78.76
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,7,104,104,True,82.76
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,8,-,-,True,76.03
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,9,-,-,True,30.10
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,10,-,-,True,76.46
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,11,-,-,True,74.95
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,12,-,-,True,75.20
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,13,-,-,True,78.61
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,14,-,-,True,40.11
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,15,-,-,True,76.66
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,16,-,-,True,24.38
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,17,-,-,True,79.15
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,18,-,-,True,26.56
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,19,-,-,True,80.03
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,20,-,-,True,31.13
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,21,-,-,True,73.78
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,22,2,2,True,79.79
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,23,-,-,True,76.71
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,24,-,-,True,77.98
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,25,-,-,True,43.80
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,26,-,-,True,78.22
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,27,-,-,True,74.66
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,28,-,-,True,74.27
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,29,-,-,True,80.52
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,30,-,-,True,26.98
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,31,-,-,True,80.52
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,32,1,1,True,43.80
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,33,1,1,True,80.03
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,34,-,-,True,30.40
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,35,-,-,True,80.71
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,36,-,-,True,75.73
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,37,-,-,True,77.73
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,1,38,2,2,False,77.78
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,2,0,3,3,False,82.71
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,2,1,Dysentery:4,Dysentery: 4,False,92.29
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,2,2,5,5,True,82.62
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,2,3,6,6,True,84.18
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,2,4,12,12,True,84.81
padded_cdi_ca_1956_wk_prov_dbs_Part38_tables.csv,2,5,453,453,True,88.82
