Table: Table_1
,,,,,CANADA2,,,,NFLD.,,,P.E.I.,,,N.S.,,,N.B.,,,QUE.,,,ONT.,,,MAN.,,,SASK.,,,ALTA.,,,B.C.,,
No.,DISEASE,,,,,Cumulative,Total³,Report Week,Previous Week,1953-57,Report Week,Previous Week,,Report Week,Previous Week,1953-57,Report Week,Previous Week,1953-57,Report Week,Previous Week,1953-57,Report Week,Previous Week,Median 1953-57,Report Week,Previous Week,Median 1953-57,Report Week,Previous Week,Median 1953-57,Report Week,Previous Week,Median 1953-57,Report Week,Previous Week,1953-57,No.
,,Report Week,Previous Week,Median 1953-57,1958,1957,Median 1953-57,,,Median,,,Median 1953-57,,,Median,,,Median,(9),,Median,,,,,,,,,,,,,,,Median,
1,Chickenpox,312,351,514,"22,233","28,799","30,086",*,:.,:.,9,:,:,5,8,25,:.,:,:.,-,42,137,1/1,216,1%,26,11,36,:.,:,:,:.,:,:.,131,74,88,1
2,Diphtheria,2,6,4,56,124,107,1,2,-,-,-,-,and -,-,-,-,-,-,-,1,3,-,-,-,1,-,-,-,3,-,-,-,1,-,-,-,2
3,Dysentery:4,29,47,14,921,"1,038",905,-,-,-,2,-,-,-,-,-,-,-,-,-,15,1,9,4,2,1,-,-,3,-,-,2,7,-,12,21,3,3
4,(a) Amoebic,-,-,-,9,5,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
5,(b) Bacillary,29,47,13,911,"1,033",875,-,-,-,2,-,-,-,-,-,-,-,-,-,15,1,9,4,2,1,-,-,3,-,-,2,7,-,12,21,3,5
6,Encephalitis, infectious,-,1,-,24,28,37,-,1,-,..,:.,:.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
7,Influenza, epidemic,128,160,89,"6,354","157,719","10,037",:.,:,:,106,61,43,11,97,35,2,:.,:.,-,-,-,-,1,5,-,1,1,-,-,-,:.,:,:.,9,-,2,7
8,Measles,661,645,593,"28,500","47,013","47,013",**,-,2,:.,:.,:.,48,151,23,:.,:.,:.,-,28,108,442,346,101,28,10,14,:.,:,:,62,27,51,81,83,68,8
9,Meningitis, meningococcal,8,6,3,256,288,262,4,3,1,1,-,-,-,2,-,1,-,-,-,1,-,2,-,1,-,-,-,-,-,-,:.,:.,:.,-,-,-,9
10,Mumps,179,166,398,"10,747","20,665","23,070",***,...,....,6,6,..,-,18,8,...,.....,...,-,29,91,103,51,163,20,16,23,:.,:,:,:,:,:.,50,46,43,10
11,Poliomyelitis, epidemic:4,2,11,16,272,261,951,-,-,-,-,-,-,-,-,-,-,-,-,-,8,3,1,-,2,1,1,-,-,-,1,-,2,5,-,-,5,11
12,(a) With paralysis,1,6,14,207,165,507,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,1,-,1,-,1,-,-,-,1,-,-,1,-,-,4,12
13,(b) Without paralysis,1,5,6,65,90,357,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,2,1,-,-,-,-,-,-,2,-,-,-,-,13
14,Rubella,39,57,13,"7,083","16,072","16,072",-,-,-,...,R.9,9.2,R.9.,9.2,...,S.R.,R.9.,...,-,3,9,18,18,11,1,1,-,P.R,...,...,14,7,9,6,28,11,14
15,Scarlet fever, etc.5,243,258,162,"8,367","7,480","10,227",9,7,3,6,8,6,-,33,21,9,-,1,-,13,28,72,38,33,72,57,6,3,66,5,23,6,27,49,30,19,15
16,Smallpox,-,-,-,-,-,-,-,-,-,:,:.,:.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,16
17,Tuberculosis: "4,6",72,106,176,"6,260","6,893","8,491",2,3,4,-,-,1,-,1,1,21,8,10,-,59,47,14,16,24,19,10,19,-,4,7,1,-,22,15,5,23,17
18,(a) Pulmonary,51,85,146,"4,895","5,325","7,004",2,3,4,-,-,-,-,1,1,19,8,10,-,56,47,(7),(7),(7),18,9,18,-,3,6,1,-,21,11,5,22,18
19,(b) Non-pulmonary,7,5,6,459,446,481,-,-,-,-,-,1,-,-,-,2,-,-,-,3,1,(7),(7),(7),1,1,-,-,1,1,-,-,-,4,-,2,19
20,Typhoid and paratyphoid,2,4,9,272,252,399,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,20
21,Undulant fever,1,4,1,90,116,116,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,:.,:,:.,1,-,-,21
22,Venereal diseases:,332,360,395,"14,464","14,314","14,537",3,9,6,-,-,-,8,7,11,8,7,3,81,88,79,47,69,66,25,35,22,33,29,35,51,56,57,76,60,93,22
23,(a) Syphilis, primary,7,3,4,99,133,133,-,-,-,-,-,-,-,-,-,-,-,-,(ID,-,-,-,2,2,-,-,-,2),-,-,4,1,-,-,-,-,23
24,(b) " secondary,2,6,1,68,41,46,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,,4,-,-,-,-,24
25,(c) " other,42,45,40,"1,574","1,807","1,984",-,1,1,-,-,-,1,1,-,2,3,-,21,17,19,8,10,9,1,-,1,3,4,2,1,3,1,5,6,6,25
26,(d) Gonorrhoea,281,306,335,"12,717","12,321","12,614",3,to,5,-,-,-,7,6,10,6,4,2,58,71,58,39,56,55,24,35,21,28,24,29,45,48,56,71,54,85,26
27,(e) Other venereal diseases⁸,-,-,1,6,12,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,142,161,209,"5,874","6,528","8,053",2,-,-,23,20,-,-,8,9,-,-,-,-,35,112,64,76,53,-,-,5,6,1,6,15,9,10,32,12,10,28
