source_file,disease,cases
cdi_ca_1957_wk_prov_dbs__0018__wk18.csv,Measles,1614
cdi_ca_1957_wk_prov_dbs__0018__wk18.csv,Meningitis,5
cdi_ca_1957_wk_prov_dbs__0019__wk19.csv,Measles,840
cdi_ca_1957_wk_prov_dbs__0019__wk19.csv,Meningitis,5
cdi_ca_1957_wk_prov_dbs__0020__wk20.csv,Measles,1130
cdi_ca_1957_wk_prov_dbs__0020__wk20.csv,Meningitis,12
cdi_ca_1957_wk_prov_dbs__0021__wk21.csv,Measles,873
cdi_ca_1957_wk_prov_dbs__0021__wk21.csv,Meningitis,9
cdi_ca_1957_wk_prov_dbs__0022__wk22.csv,Measles,900
cdi_ca_1957_wk_prov_dbs__0022__wk22.csv,Meningitis,8
cdi_ca_1957_wk_prov_dbs__0023__wk23.csv,Measles,1292
cdi_ca_1957_wk_prov_dbs__0023__wk23.csv,Meningitis,7
cdi_ca_1957_wk_prov_dbs__0024__wk24.csv,Measles,1115
cdi_ca_1957_wk_prov_dbs__0024__wk24.csv,Meningitis,6
cdi_ca_1957_wk_prov_dbs__0025__wk25.csv,Measles,1254
cdi_ca_1957_wk_prov_dbs__0025__wk25.csv,Meningitis,5
cdi_ca_1957_wk_prov_dbs__0026__wk26.csv,Measles,598
cdi_ca_1957_wk_prov_dbs__0026__wk26.csv,Meningitis,8
cdi_ca_1957_wk_prov_dbs__0027__wk27.csv,Measles,534
cdi_ca_1957_wk_prov_dbs__0027__wk27.csv,Meningitis,3
cdi_ca_1957_wk_prov_dbs__0028__wk28.csv,Measles,541
cdi_ca_1957_wk_prov_dbs__0028__wk28.csv,Meningitis,3
cdi_ca_1957_wk_prov_dbs__0029__wk29.csv,Measles,435
cdi_ca_1957_wk_prov_dbs__0029__wk29.csv,Meningitis,4
cdi_ca_1957_wk_prov_dbs__0030__wk30.csv,Measles,300
cdi_ca_1957_wk_prov_dbs__0030__wk30.csv,Meningitis,2
cdi_ca_1957_wk_prov_dbs__0031__wk31.csv,Measles,319
cdi_ca_1957_wk_prov_dbs__0031__wk31.csv,Meningitis,8
cdi_ca_1957_wk_prov_dbs__0032__wk32.csv,Measles,192
cdi_ca_1957_wk_prov_dbs__0032__wk32.csv,Meningitis,11
cdi_ca_1957_wk_prov_dbs__0033__wk33.csv,Measles,245
cdi_ca_1957_wk_prov_dbs__0033__wk33.csv,Meningitis,5
cdi_ca_1957_wk_prov_dbs__0034__wk34.csv,Measles,178
cdi_ca_1957_wk_prov_dbs__0034__wk34.csv,Meningitis,10
cdi_ca_1957_wk_prov_dbs__0035__wk35.csv,Measles,94
cdi_ca_1957_wk_prov_dbs__0035__wk35.csv,Meningitis,5
cdi_ca_1957_wk_prov_dbs__0036__wk36.csv,Measles,172
cdi_ca_1957_wk_prov_dbs__0036__wk36.csv,Meningitis,6
cdi_ca_1957_wk_prov_dbs__0037__wk37.csv,Measles,117
cdi_ca_1957_wk_prov_dbs__0037__wk37.csv,Meningitis,4
cdi_ca_1957_wk_prov_dbs__0038__wk38.csv,Measles,198
cdi_ca_1957_wk_prov_dbs__0038__wk38.csv,Meningitis,8
cdi_ca_1957_wk_prov_dbs__0039__wk39.csv,Measles,185
cdi_ca_1957_wk_prov_dbs__0039__wk39.csv,Meningitis,9
cdi_ca_1957_wk_prov_dbs__0040__wk40.csv,Measles,231
cdi_ca_1957_wk_prov_dbs__0040__wk40.csv,Meningitis,11
cdi_ca_1957_wk_prov_dbs__0041__wk41.csv,Measles,151
cdi_ca_1957_wk_prov_dbs__0041__wk41.csv,Meningitis,7
cdi_ca_1957_wk_prov_dbs__0042__wk42.csv,Measles,130
cdi_ca_1957_wk_prov_dbs__0042__wk42.csv,Meningitis,6
cdi_ca_1957_wk_prov_dbs__0043__wk43.csv,Measles,100
cdi_ca_1957_wk_prov_dbs__0043__wk43.csv,Meningitis,9
cdi_ca_1957_wk_prov_dbs__0044__wk44.csv,Measles,130
cdi_ca_1957_wk_prov_dbs__0044__wk44.csv,Meningitis,2
cdi_ca_1957_wk_prov_dbs__0045__wk45.csv,Measles,170
cdi_ca_1957_wk_prov_dbs__0045__wk45.csv,Meningitis,3
cdi_ca_1957_wk_prov_dbs__0046__wk46.csv,Measles,196
cdi_ca_1957_wk_prov_dbs__0046__wk46.csv,Meningitis,9
cdi_ca_1957_wk_prov_dbs__0047__wk47.csv,Measles,394
cdi_ca_1957_wk_prov_dbs__0047__wk47.csv,Meningitis,6
cdi_ca_1957_wk_prov_dbs__0048__wk48.csv,Measles,224
cdi_ca_1957_wk_prov_dbs__0048__wk48.csv,Meningitis,5
cdi_ca_1957_wk_prov_dbs__0049__wk49.csv,Measles,385
cdi_ca_1957_wk_prov_dbs__0049__wk49.csv,Meningitis,4
cdi_ca_1957_wk_prov_dbs__0050__wk50.csv,Measles,285
cdi_ca_1957_wk_prov_dbs__0050__wk50.csv,Meningitis,7
cdi_ca_1957_wk_prov_dbs__0051__wk51.csv,Measles,211
cdi_ca_1957_wk_prov_dbs__0051__wk51.csv,Meningitis,5
cdi_ca_1957_wk_prov_dbs__0052__wk52.csv,Measles,248
cdi_ca_1957_wk_prov_dbs__0052__wk52.csv,Meningitis,5
