source_file,disease,cases
1957week_0001_tables.csv,Measles,1126
1957week_0001_tables.csv,Meningitis,2
1957week_0002_tables.csv,Measles,1830
1957week_0002_tables.csv,Meningitis,11
1957week_0003_tables.csv,Measles,1678
1957week_0003_tables.csv,Meningitis,2
1957week_0004_tables.csv,Measles,1765
1957week_0004_tables.csv,Meningitis,3
1957week_0005_tables.csv,Measles,1872
1957week_0005_tables.csv,Meningitis,5
1957week_0006_tables.csv,Measles,1832
1957week_0006_tables.csv,Meningitis,9
1957week_0007_tables.csv,Measles,
1957week_0007_tables.csv,Meningitis,947
1957week_0008_tables.csv,Measles,1625
1957week_0008_tables.csv,Meningitis,8
1957week_0009_tables.csv,Measles,1730
1957week_0009_tables.csv,Meningitis,10
1957week_0010_tables.csv,Measles,1981
1957week_0010_tables.csv,Meningitis,8
1957week_0011_tables.csv,Measles,1582
1957week_0011_tables.csv,Meningitis,5
1957week_0012_tables.csv,Measles,2102
1957week_0012_tables.csv,Meningitis,4
1957week_0013_tables.csv,Measles,2183
1957week_0013_tables.csv,Meningitis,3
1957week_0014_tables.csv,Measles,1878
1957week_0014_tables.csv,Meningitis,11
1957week_0015_tables.csv,Measles,1020
1957week_0015_tables.csv,Meningitis,5
1957week_0016_tables.csv,Measles,1504
1957week_0016_tables.csv,Meningitis,5
1957week_0017_tables.csv,Measles,1655
1957week_0017_tables.csv,Meningitis,7
1957week_0018_tables.csv,Measles,1614
1957week_0018_tables.csv,Meningitis,5
1957week_0019_tables.csv,Measles,840
1957week_0019_tables.csv,Meningitis,5
1957week_0020_tables.csv,Measles,
1957week_0020_tables.csv,Meningitis,597
1957week_0021_tables.csv,Measles,873
1957week_0021_tables.csv,Meningitis,9
1957week_0022_tables.csv,Measles,900
1957week_0022_tables.csv,Meningitis,8
1957week_0023_tables.csv,Measles,1292
1957week_0023_tables.csv,Meningitis,7
1957week_0024_tables.csv,Measles,1115
1957week_0024_tables.csv,Meningitis,6
1957week_0025_tables.csv,Measles,1254
1957week_0025_tables.csv,Meningitis,5
1957week_0026_tables.csv,Measles,598
1957week_0026_tables.csv,Meningitis,8
1957week_0027_tables.csv,Measles,534
1957week_0027_tables.csv,Meningitis,3
1957week_0028_tables.csv,Measles,541
1957week_0028_tables.csv,Meningitis,3
1957week_0029_tables.csv,Measles,435
1957week_0029_tables.csv,Meningitis,4
1957week_0030_tables.csv,Measles,300
1957week_0030_tables.csv,Meningitis,2
1957week_0031_tables.csv,Measles,319
1957week_0031_tables.csv,Meningitis,8
1957week_0032_tables.csv,Measles,192
1957week_0032_tables.csv,Meningitis,11
1957week_0033_tables.csv,Measles,245
1957week_0033_tables.csv,Meningitis,5
1957week_0034_tables.csv,Measles,178
1957week_0034_tables.csv,Meningitis,10
1957week_0035_tables.csv,Measles,94
1957week_0035_tables.csv,Meningitis,5
1957week_0036_tables.csv,Measles,172
1957week_0036_tables.csv,Meningitis,6
1957week_0037_tables.csv,Measles,117
1957week_0037_tables.csv,Meningitis,4
1957week_0038_tables.csv,Measles,198
1957week_0038_tables.csv,Meningitis,8
1957week_0039_tables.csv,Measles,185
1957week_0039_tables.csv,Meningitis,9
1957week_0040_tables.csv,Measles,
1957week_0040_tables.csv,Meningitis,9
1957week_0041_tables.csv,Measles,151
1957week_0041_tables.csv,Meningitis,7
1957week_0042_tables.csv,Measles,130
1957week_0042_tables.csv,Meningitis,6
1957week_0043_tables.csv,Measles,100
1957week_0043_tables.csv,Meningitis,9
1957week_0044_tables.csv,Measles,130
1957week_0044_tables.csv,Meningitis,2
1957week_0045_tables.csv,Measles,170
1957week_0045_tables.csv,Meningitis,3
1957week_0046_tables.csv,Measles,196
1957week_0046_tables.csv,Meningitis,9
1957week_0047_tables.csv,Measles,394
1957week_0047_tables.csv,Meningitis,6
1957week_0048_tables.csv,Measles,
1957week_0048_tables.csv,Meningitis,239
1957week_0049_tables.csv,Measles,385
1957week_0049_tables.csv,Meningitis,4
1957week_0050_tables.csv,Measles,285
1957week_0050_tables.csv,Meningitis,7
1957week_0051_tables.csv,Measles,211
1957week_0051_tables.csv,Meningitis,5
1957week_0052_tables.csv,Measles,
1957week_0052_tables.csv,Meningitis,303
