1,Chickenpox,766,871,938,19299,17873,20841,-,13,5,4,-,3,13,29,35,-,-,-,156,241,147,376,392,491,28,13,27,..,..,45,..,..,41,189,183,160,1
2,Diphtheria,2,-,2,42,43,67,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,2
3,Dysentery: 4,12,11,11,189,187,187,-,-,-,1,-,-,-,-,-,..,..,..,..,..,1,1,-,2,-,1,-,-,1,-,-,1,-,10,8,5,3
4,(a) Amoebic,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
5,(b) Bacillary,12,11,11,189,186,186,-,-,-,1,-,-,-,-,-,..,..,..,..,..,1,1,-,2,-,1,-,-,1,-,-,1,-,10,8,5,5
6,"Encephalitis, infectious",-,-,-,6,7,10,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,6
7,"Influenza, epidemic",161,142,368,6402,34346,7500,..,..,..,59,32,..,79,96,67,2,-,2,-,-,-,2,2,2,6,6,10,-,-,-,..,..,..,13,6,21,7
8,Measles,1348,1318,1496,27589,29350,32019,3,8,2,24,20,3,16,30,27,-,-,3,379,518,374,733,554,553,18,22,40,..,..,12,24,22,241,151,144,212,8
9,"Meningitis, meningococcal",6,3,5,117,112,120,2,2,-,..,..,..,-,-,-,1,-,1,-,-,-,1,1,1,-,-,-,-,-,1,..,..,..,2,-,-,9
10,Mumps,791,784,793,16099,14806,21586,-,1,1,7,7,2,9,14,23,-,-,1,173,217,192,372,388,372,39,25,19,..,..,35,..,..,27,191,132,119,10
11,"Poliomyelitis, epidemic: 4",2,2,2,51,78,78,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,11
12,(a) With paralysis,1,1,1,31,48,43,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,12
13,(b) Without paralysis,1,1,-,15,25,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,13
14,Rubella,2086,2120,393,32839,11268,5676,1,2,-,..,..,..,10,15,8,..,..,..,828,786,33,488,805,175,6,4,1,1,..,19,16,8,36,736,500,47,14
15,"Scarlet fever, etc. 5 **",271,307,365,6165,4356,6921,-,-,5,14,7,7,32,52,15,1,-,12,45,72,86,147,146,49,7,4,15,9,1,20,2,6,46,14,19,50,15
16,Smallpox,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",114,143,215,3021,3151,3673,5,6,7,1,1,-,1,2,2,9,18,15,32,23,79,19,22,30,14,17,16,3,9,12,7,23,18,23,22,30,17
18,(a) Pulmonary,88,111,181,2457,2556,2923,5,6,7,-,1,-,1,1,2,9,16,15,31,22,77,(6),(6),(6),13,17,16,1,8,8,7,20,17,21,20,27,18
19,(b) Non-pulmonary,7,10,10,177,203,162,-,-,-,1,-,-,-,1,-,-,2,-,1,1,1,(6),(6),(6),1,-,-,2,1,3,..,3,2,2,2,3,19
20,Typhoid and paratyphoid,10,5,8,117,89,157,-,1,-,-,-,-,-,-,-,-,-,-,8,1,4,1,2,1,-,-,-,-,-,-,-,-,-,1,1,1,20
21,Undulant fever,5,2,2,52,30,41,-,-,-,-,-,-,-,-,-,..,..,..,3,2,1,1,-,-,1,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,289,302,356,5652,5935,6178,9,8,9,-,-,1,6,3,6,3,8,6,63,80,91,24,46,63,33,27,25,22,13,22,46,54,57,83,63,76,22
23,"(a) Syphilis, primary",1,1,5,42,43,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,1,-,1,-,-,1,23
24,(b) '' secondary,-,4,2,19,13,52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,3,-,-,-,-,24
25,(c) '' other,29,52,57,673,861,1054,-,-,1,-,-,-,3,-,1,1,3,2,13,27,30,3,9,15,1,2,3,1,1,1,-,3,4,7,7,6,25
26,(d) Gonorrhoea,259,245,274,4918,5007,4957,9,8,8,-,-,1,3,3,5,2,5,4,50,53,62,21,37,45,32,23,22,21,12,20,45,48,51,76,56,65,26
27,(e) Other venereal diseases 8,-,-,-,-,11,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,197,195,164,3249,5283,3168,2,5,1,25,14,2,5,33,4,3,-,1,70,72,54,19,32,41,13,3,3,10,2,2,14,10,19,36,24,25,28
