1,Chickenpox,876,848,1225,31749,28833,39315,-,-,3,-,2,4,49,52,30,..,..,..,248,197,311,390,383,421,49,34,53,..,..,56,..,..,25,140,180,132,1
2,Diphtheria,4,7,5,118,112,143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,4,7,-,-,-,-,-,-,-,-,-,-,2
3,Dysentery: 4,33,24,7,594,639,639,-,-,-,3,3,-,-,-,-,..,1,..,..,..,1,-,-,3,-,-,-,18,-,-,4,10,-,8,10,3,3
4,(a) Amoebic,-,-,-,2,3,18,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
5,(b) Bacillary,33,24,7,591,636,636,-,-,-,3,3,-,-,-,-,..,1,..,..,..,1,-,-,3,-,-,-,18,-,-,4,10,-,8,10,3,5
6,"Encephalitis, infectious",-,-,-,45,33,69,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,6
7,"Influenza, epidemic",122,134,40,10300,37749,9779,..,..,..,36,87,-,70,46,34,..,..,..,-,-,-,1,-,3,9,1,1,-,-,-,..,..,..,6,-,-,7
8,Measles,907,836,857,47375,50738,51610,-,-,17,..,..,4,47,9,68,..,..,2,192,222,122,389,339,198,39,43,35,..,..,15,48,103,56,192,120,114,8
9,"Meningitis, meningococcal",5,1,5,264,274,269,1,1,-,1,-,-,-,-,-,1,-,-,1,.,1,-,-,2,-,-,-,-,-,-,..,..,..,1,-,-,9
10,Mumps,494,426,580,24804,24053,31976,-,-,-,6,4,1,41,32,27,..,..,..,44,78,108,202,131,295,19,10,22,..,..,15,..,..,3,182,171,104,10
11,"Poliomyelitis, epidemic: 4",22,12,46,562,980,2498,2,-,-,-,-,-,-,-,2,-,-,1,7,3,3,1,6,2,-,1,2,-,1,3,9,1,3,3,-,5,11
12,(a) With paralysis,17,5,22,319,524,1117,2,-,-,-,-,-,-,-,2,-,-,-,7,2,-,-,2,2,-,-,2,-,(6),1,5,1,-,3,-,3,12
13,(b) Without paralysis,5,6,11,198,367,1280,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,4,1,-,1,-,-,(6),2,4,-,-,-,-,1,13
14,Rubella,248,169,107,50735,18571,9620,-,-,-,..,..,..,4,14,2,..,..,..,69,29,7,61,32,21,-,-,1,..,..,..,18,13,12,96,81,13,14
15,"Scarlet fever, etc. 5 **",204,217,293,10640,8243,12135,9,2,7,28,6,3,59,82,16,1,-,4,29,40,78,41,37,71,2,12,13,7,-,9,13,21,22,15,17,46,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",180,208,241,8227,9288,9491,3,1,8,-,-,-,3,1,-,2,19,20,65,100,84,28,16,28,16,15,22,9,6,10,27,32,23,27,18,25,17
18,(a) Pulmonary,145,180,203,6723,7382,7739,3,1,7,-,-,-,2,1,-,2,15,20,64,95,83,(6),(6),(6),16,15,22,9,5,7,24,32,22,25,16,21,18
19,(b) Non-pulmonary,7,12,9,474,545,500,-,-,-,-,-,-,1,-,-,-,4,-,1,5,1,(6),(6),(6),-,-,-,-,1,2,3,-,1,2,2,4,19
20,Typhoid and paratyphoid,8,10,5,420,352,439,-,-,-,-,-,-,-,-,-,-,-,-,4,7,3,3,3,1,-,-,-,-,-,-,1,-,-,-,-,-,20
21,Undulant fever,2,3,1,130,112,119,-,-,-,-,-,-,-,-,-,-,-,-,1,1,..,1,2,-,-,-,-,-,-,-,..,..,..,-,-,-,21
22,Venereal diseases:,281,361,378,15224,15196,16529,6,19,9,3,-,-,8,9,14,4,8,6,66,84,118,(8),58,69,33,27,23,16,24,25,58,59,55,87,73,67,22
23,"(a) Syphilis, primary",2,-,5,99,111,188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,1,-,-,1,-,1,-,-,-,-,-,-,23
24,(b) '' secondary,3,-,1,50,45,99,-,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,24
25,(c) '' other,33,50,60,1749,2066,2329,-,-,3,-,-,-,-,1,2,-,2,2,30,30,26,-,7,11,1,4,2,-,-,2,-,1,2,2,5,6,25
26,(d) Gonorrhoea,243,311,326,13316,12954,13203,6,19,6,3,-,-,8,8,9,4,6,2,34,54,93,-,51,55,31,23,20,15,24,20,58,58,50,84,68,59,26
27,(e) Other venereal diseases 8,-,-,2,10,20,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,27
28,Whooping cough,150,279,238,7861,12664,8487,2,-,-,4,2,4,16,5,5,-,85,1,56,96,104,51,51,58,3,9,15,3,4,10,5,14,11,10,13,15,28
