1,Chickenpox,350,161,398,27648,25414,34290,-,-,3,-,-,1,13,13,15,..,..,1,169,42,95,87,52,146,14,4,22,..,3,20,..,..,22,67,47,51,1
2,Diphtheria,1,3,4,77,78,110,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2
3,Dysentery: 4,19,6,7,494,543,543,-,-,-,5,-,-,-,-,-,..,..,..,..,..,3,3,2,1,-,2,-,-,-,-,8,2,-,3,-,3,3
4,(a) Amoebic,-,1,-,2,2,9,-,-,-,-,-,-,-,-,-,..,..,..,..,..,..,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,4
5,(b) Bacillary,19,5,6,492,541,541,-,-,-,5,-,-,-,-,-,..,..,..,..,..,3,3,1,1,-,2,-,-,-,-,8,2,-,3,-,3,5
6,"Encephalitis, infectious",2,1,1,39,26,33,-,-,-,..,..,..,-,-,-,-,-,-,..,..,..,..,1,..,1,-,-,1,-,-,-,-,-,-,-,-,6
7,"Influenza, epidemic",75,134,62,9488,37138,9414,..,..,..,41,38,-,34,91,42,..,..,..,-,-,-,-,2,3,-,-,5,-,-,-,..,..,..,-,3,-,7
8,Measles,343,222,360,42901,45380,48515,-,-,3,..,..,2,6,9,28,..,..,1,73,52,102,202,68,86,7,6,16,..,8,8,11,26,22,55,53,61,8
9,"Meningitis, meningococcal",5,6,5,235,243,243,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,2,3,2,1,-,-,-,-,-,..,..,..,-,1,2,9
10,Mumps,184,169,278,22610,21061,29452,-,-,2,..,..,1,18,13,8,..,..,..,15,6,38,91,75,145,9,6,17,..,..,14,..,..,13,51,69,41,10
11,"Poliomyelitis, epidemic: 4",9,33,86,447,867,2220,-,-,-,-,-,-,-,-,2,2,4,3,2,8,15,1,12,30,-,-,6,1,2,9,2,2,18,1,5,7,11
12,(a) With paralysis,5,19,53,245,451,942,-,-,-,-,-,-,-,-,1,1,-,1,-,5,7,1,9,20,-,-,5,-,-,2,2,1,-,1,4,4,12
13,(b) Without paralysis,2,10,32,165,336,1178,-,-,-,-,-,-,-,-,-,1,4,2,-,1,1,-,3,10,-,-,1,1,-,1,-,1,4,-,1,4,13
14,Rubella,109,70,43,49684,17704,9274,-,-,-,..,..,..,1,-,2,..,..,..,47,15,2,22,26,12,-,-,-,..,..,1,13,9,6,26,20,12,14
15,"Scarlet fever, etc. 5 **",147,100,206,9586,7074,10062,19,5,3,27,13,6,60,17,16,-,-,3,8,8,48,22,18,37,5,4,9,1,13,6,2,7,11,3,15,24,15
16,Smallpox,-,-,-,-,-,-,-,-,-,..,..,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16
17,"Tuberculosis: 4,6",124,155,199,7154,7724,8354,3,4,3,-,-,-,1,2,2,23,9,11,23,16,81,15,25,17,16,10,14,8,4,8,22,29,24,13,56,34,17
18,(a) Pulmonary,98,122,163,5826,6375,6773,3,4,3,-,-,-,1,1,2,18,8,11,21,16,79,(6),(6),(6),15,10,14,7,3,4,20,26,20,13,54,30,18
19,(b) Non-pulmonary,11,8,12,442,457,425,-,-,1,-,-,-,-,1,-,5,1,-,2,-,2,(6),(6),(6),1,-,-,1,1,2,2,3,1,-,2,4,19
20,Typhoid and paratyphoid,10,7,10,353,321,355,4,-,-,-,-,-,-,-,-,-,-,-,1,..,5,1,3,1,-,-,-,-,-,-,..,2,..,4,2,-,20
21,Undulant fever,2,2,3,110,101,103,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,21
22,Venereal diseases:,280,364,335,13029,13272,14194,14,16,9,-,-,2,10,11,11,1,10,4,77,89,89,34,30,57,31,30,30,15,23,28,65,70,45,33,85,65,22
23,"(a) Syphilis, primary",2,3,3,86,93,168,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,23
24,(b) '' secondary,1,1,2,39,39,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,24
25,(c) '' other,27,45,50,1488,1846,2017,1,2,2,-,-,-,-,2,2,-,3,-,23,25,25,1,6,13,1,-,-,-,2,1,1,3,2,-,2,3,25
26,(d) Gonorrhoea,250,315,289,11408,11276,11533,13,14,8,-,-,2,10,9,8,1,6,4,54,64,53,33,24,42,30,30,28,14,21,25,62,64,43,33,83,57,26
27,(e) Other venereal diseases 8,-,-,-,8,18,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27
28,Whooping cough,207,121,227,6803,11164,7059,-,-,-,-,2,-,3,9,7,1,-,-,148,46,66,24,18,73,5,8,9,8,11,11,8,25,18,10,2,11,28
